word,category
niños,negative
nirvana,negative
nítrico,negative
nitrobenceno,negative
nitrógeno,negative
nocaut,negative
nocente,negative
noche,negative
nocional,negative
nociones,negative
nocturnamente,negative
nocturno,negative
noise,negative
noluntad,negative
nonato,negative
ñoño,negative
noqueado,negative
noqueador,negative
noquear,negative
nosología,negative
notoriamente,negative
notorio,negative
novato,negative
novelar,negative
novial,negative
nubarrón,negative
nube,negative
nubes,negative
nublar,negative
nubloso,negative
nuez,negative
numerario,negative
óbito,negative
objecciones,negative
objeciones,negative
object,negative
objetar,negative
objeto,negative
objetor,negative
oblicuo,negative
obligación,negative
obscurantista,negative
obscuridad,negative
obscuro,negative
obsesivo,negative
obseso,negative
obsidiana,negative
obsoleto,negative
obstaculización,negative
obstaculizado,negative
obstaculizar,negative
obstáculos,negative
obstinarse,negative
obviamente,negative
octópodo,negative
ocultar,negative
ocultismo,negative
oda,negative
odia,negative
odiada,negative
odiado,negative
odiar,negative
odinofagia,negative
odiosa,negative
odiosamente,negative
odiosidad,negative
ofenderse,negative
ofensividad,negative
ofensivo,negative
office,negative
oftalmia,negative
oftalmía,negative
ofuscar,negative
ojeriza,negative
ojeroso,negative
olores,negative
oloroso,negative
omatidio,negative
ominar,negative
omisión,negative
onagro,negative
oncogén,negative
ondeante,negative
ondeo,negative
onerosamente,negative
onicosis,negative
opacidad,negative
oponente,negative
oponer,negative
oponérsele,negative
oportunista,negative
oposiciones,negative
opresivamente,negative
opresores,negative
oprimente,negative
oprobio,negative
oprobioso,negative
optez,negative
ordinariez,negative
ordinario,negative
orfandad,negative
orina,negative
orquidales,negative
orquidalgia,negative
ortodoxo,negative
ortopnea,negative
osar,negative
oscuramente,negative
oscurantismo,negative
oscurantista,negative
oscurece,negative
oscurecerse,negative
oscuro,negative
osmosis,negative
ósmosis,negative
osqueocele,negative
osteítis,negative
osteofito,negative
osteomalacia,negative
osteopetrosis,negative
osteoporosis,negative
ótico,negative
otitis,negative
otosclerosis,negative
otredad,negative
out,negative
óxido,negative
oxímoron,negative
ozonium,negative
pachá,negative
padecer,negative
padecimiento,negative
pájara,negative
pajarota,negative
pajarraca,negative
pajarraco,negative
pala,negative
palabrota,negative
palanquista,negative
palatalizado,negative
palatosquisis,negative
paleopatología,negative
paliación,negative
palidecer,negative
palido,negative
pálido,negative
palmarla,negative
palo,negative
paloteado,negative
paloteo,negative
paludismo,negative
palurdo,negative
pancitopenia,negative
pancreatitis,negative
pandear,negative
pandearse,negative
panteón,negative
panzazo,negative
papelera,negative
papila,negative
papismo,negative
para,negative
paracetamol,negative
paradójicamente,negative
paradójico,negative
parafilia,negative
paralelo,negative
paralítico,negative
paralogismo,negative
páramo,negative
paranoico,negative
paraplégico,negative
paraplejia,negative
paraplejía,negative
paraquat,negative
parar,negative
pararse,negative
parasitismo,negative
parásitos,negative
paratifoidea,negative
parcela,negative
parco,negative
pardusco,negative
parecer,negative
pareo,negative
paresia,negative
parésico,negative
paresis,negative
parestesia,negative
parir,negative
parkinson,negative
parmesano,negative
parodiar,negative
paroxismo,negative
parpadeo,negative
parquedad,negative
parricidio,negative
parrilla,negative
parsimonia,negative
particularmente,negative
partidario,negative
partidarios,negative
partir,negative
partisano,negative
parvedad,negative
pasajero,negative
pasamano,negative
pasarse,negative
pasma,negative
pasmado,negative
pasmar,negative
pasmo,negative
pasmosamente,negative
pasmoso,negative
pasterización,negative
pasteurelosis,negative
pata,negative
pataleta,negative
patán,negative
patatús,negative
patentemente,negative
paternalismo,negative
paternalista,negative
patéticamente,negative
patetismo,negative
patochada,negative
patología,negative
patológico,negative
patológicos,negative
patoso,negative
patricidio,negative
patulea,negative
paupérrimamente,negative
paupérrimo,negative
pavesa,negative
pávido,negative
pavorosamente,negative
pavoroso,negative
payasadas,negative
peaje,negative
pebete,negative
pecable,negative
pecadillo,negative
pecar,negative
pecio,negative
peculiar,negative
pedante,negative
pedazos,negative
pediculosis,negative
pedo,negative
pedregoso,negative
pedrisco,negative
pega,negative
pegadiza,negative
pegado,negative
pegajoso,negative
pegar,negative
pejiguero,negative
pelado,negative
pelafustán,negative
pelagra,negative
pelar,negative
peleador,negative
pelear,negative
peleas,negative
peleón,negative
peligrar,negative
peligrosa,negative
peligrosidad,negative
pelotera,negative
pélvico,negative
penalidad,negative
penalización,negative
penalizar,negative
penalti,negative
penalty,negative
penar,negative
pendencia,negative
pendenciar,negative
pendencieramente,negative
pendenciero,negative
pendiente,negative
pendular,negative
penetrante,negative
penetrantemente,negative
penitencia,negative
penitenciaría,negative
penitente,negative
penumbra,negative
penuria,negative
peoría,negative
peplo,negative
percebe,negative
percutir,negative
perdedor,negative
perdedores,negative
perdida,negative
pérdidas,negative
perdido,negative
perdonavidas,negative
perdularia,negative
pereza,negative
pérfido,negative
perforación,negative
perforado,negative
perforar,negative
peridotita,negative
perifrástico,negative
perilla,negative
perinquina,negative
periodontitis,negative
perjudicado,negative
perjuicio,negative
perlino,negative
perniciosa,negative
perniciosamente,negative
perpetración,negative
perpétua,negative
perro,negative
perrucho,negative
persistentemente,negative
persuadir,negative
perturbador,negative
perturbar,negative
perversidad,negative
pervertir,negative
pesadez,negative
pesadumbre,negative
pésame,negative
pesar,negative
pesaroso,negative
pescar,negative
pestañada,negative
pestazo,negative
peste,negative
pesticida,negative
pestilente,negative
petrificado,negative
peyorativo,negative
pezizales,negative
piada,negative
pian,negative
pián,negative
piantado,negative
pica,negative
picada,negative
picado,negative
pícara,negative
picardía,negative
picardías,negative
picaresca,negative
picazón,negative
pickelhaube,negative
pico,negative
picor,negative
picotada,negative
picotazo,negative
pierde,negative
piernas,negative
pifia,negative
pifiado,negative
pigargo,negative
pijama,negative
pillado,negative
pillo,negative
pinchar,negative
pintamonas,negative
piojoso,negative
piperacilina,negative
pique,negative
piquetazo,negative
pira,negative
pirado,negative
piraña,negative
piridina,negative
pirofobia,negative
piromanía,negative
pirosis,negative
piruleta,negative
pirulí,negative
piso,negative
pisotear,negative
pitada,negative
pito,negative
pitorrearse,negative
pitufo,negative
piuria,negative
piyama,negative
pizca,negative
plaguicida,negative
planchar,negative
planchazo,negative
plañidera,negative
plañidero,negative
planímetro,negative
plano,negative
plantador,negative
plantear,negative
plebeyo,negative
pleitista,negative
pleito,negative
pleonasmo,negative
pleurodinia,negative
plomizo,negative
plomo,negative
plumbemia,negative
plutócrata,negative
pobremente,negative
pobrete,negative
pobreto,negative
pobretón,negative
poco,negative
podredumbre,negative
podrida,negative
podrir,negative
polarización,negative
polarizar,negative
polemizar,negative
poli,negative
policial,negative
polimiositis,negative
poliuria,negative
polizón,negative
polizonte,negative
pollino,negative
poltergeist,negative
polvorilla,negative
pompón,negative
pomposidad,negative
ponchar,negative
ponche,negative
ponzoña,negative
popo,negative
populacho,negative
popularismo,negative
populismo,negative
populista,negative
porfiria,negative
pornografía,negative
pornográfico,negative
portado,negative
portaligas,negative
portazo,negative
portento,negative
portentosamente,negative
portentoso,negative
poseso,negative
poste,negative
postillón,negative
postrado,negative
postraumática,negative
postrimería,negative
postulación,negative
posturas,negative
practicamente,negative
preaviso,negative
precariedad,negative
precautorio,negative
precipitadamente,negative
precipitado,negative
precipitar,negative
predeterminado,negative
predicamento,negative
prediseñadas,negative
predisposición,negative
predispuesto,negative
preeclampsia,negative
prejuicio,negative
prejuicios,negative
prejuzgado,negative
prejuzgar,negative
preliminar,negative
premeditación,negative
premonición,negative
prender,negative
prenderse,negative
prendimiento,negative
preocupaciones,negative
preocupadamente,negative
preocupar,negative
preocuparse,negative
prerrequisito,negative
presagiado,negative
presbicia,negative
prescindir,negative
prescripción,negative
presionar,negative
presiones,negative
prestado,negative
pretender,negative
prevaricación,negative
prevenir,negative
previo,negative
priapismo,negative
primitivismo,negative
primitivo,negative
primogénito,negative
principiante,negative
prisiones,negative
privar,negative
problem,negative
problemas,negative
problemático,negative
procacidad,negative
procaz,negative
proceder,negative
proctalgia,negative
procurarse,negative
prodrómico,negative
pródromo,negative
profanado,negative
profanidad,negative
proferir,negative
profético,negative
prognato,negative
prohibidor,negative
prohibiendo,negative
prolijidad,negative
promocionado,negative
pronóstico,negative
pronunciación,negative
propenso,negative
propiciatorio,negative
proscribir,negative
prostatitis,negative
protagonismo,negative
proteinuria,negative
protervo,negative
protesta,negative
protestación,negative
protestado,negative
protestar,negative
protestas,negative
protestatario,negative
protestativo,negative
provincianismo,negative
provisional,negative
provisionalmente,negative
provisorio,negative
provocado,negative
provocar,negative
provocativo,negative
pseudoalucinación,negative
pseudofloema,negative
psiconeurosis,negative
psicopáta,negative
psicópata,negative
psicopática,negative
psicopático,negative
psicopatología,negative
psicopatológico,negative
psicosomático,negative
psicoterapeuta,negative
psicótico,negative
psilotáceas,negative
psilotales,negative
psiquiatría,negative
psitacosis,negative
psocópteros,negative
psoriasis,negative
pteridosperma,negative
ptosis,negative
púas,negative
puchero,negative
pucheros,negative
pudibundez,negative
pudrir,negative
puercamente,negative
pugilismo,negative
pugna,negative
pugnacidad,negative
pugnante,negative
pugnar,negative
pulmonar,negative
pulmotor,negative
pulsar,negative
pulverización,negative
puñal,negative
puñetazos,negative
puñete,negative
puñetero,negative
punible,negative
punk,negative
puño,negative
puños,negative
punzada,negative
punzadas,negative
punzante,negative
punzar,negative
purgar,negative
pusilánime,negative
pusilanimidad,negative
putada,negative
putería,negative
puto,negative
putrescencia,negative
putrescible,negative
putrescina,negative
putrido,negative
pútrido,negative
quebrada,negative
quebradero,negative
quebradizo,negative
quebrado,negative
quebrantar,negative
quebranto,negative
quebrar,negative
quebrarse,negative
quehacer,negative
quejado,negative
quejarse,negative
quejas,negative
quejica,negative
quejicoso,negative
quejido,negative
quejosamente,negative
quejumbre,negative
quejumbridad,negative
quejumbroso,negative
quemadura,negative
quemaduras,negative
quemar,negative
quemazón,negative
queratalgia,negative
queratitis,negative
queratocono,negative
querella,negative
querellar,negative
querencia,negative
quicio,negative
quijote,negative
quijotería,negative
quijotesco,negative
quijotismo,negative
quiltro,negative
quimérico,negative
quimono,negative
quinquefoliado,negative
quinqui,negative
quisicosa,negative
quitar,negative
ràbia,negative
rabiar,negative
rabicorto,negative
rabiosamente,negative
rabona,negative
racaneo,negative
racanería,negative
rácano,negative
racheado,negative
rachear,negative
racismo,negative
racista,negative
racistas,negative
radical,negative
radicales,negative
radicalización,negative
radicalmente,negative
radioactiva,negative
rail,negative
ralentizar,negative
rampante,negative
ramplonería,negative
rancidez,negative
randa,negative
ranger,negative
rapaz,negative
rapiña,negative
rapiñar,negative
raptar,negative
raquídeo,negative
raquitis,negative
raquitismo,negative
rarezas,negative
rarito,negative
raro,negative
rascada,negative
rascadura,negative
rasgado,negative
rasguño,negative
rasposo,negative
rastrero,negative
ratas,negative
ratero,negative
rayado,negative
rayo-x,negative
reaparecer,negative
rebatir,negative
rebato,negative
rebelarse,negative
rebelión,negative
rebullicio,negative
recaer,negative
recalcitrar,negative
recargamiento,negative
recargar,negative
recelar,negative
recelo,negative
recelos,negative
receloso,negative
receso,negative
rechazamiento,negative
rechifla,negative
rechiflar,negative
reciedumbre,negative
recochinearse,negative
recocina,negative
reconcomerse,negative
recondenar,negative
reconditez,negative
reconquistar,negative
recorrer,negative
recortar,negative
recriminable,negative
recriminación,negative
recriminar,negative
recriminatorio,negative
recular,negative
recusante,negative
redivivo,negative
redoblante,negative
redoble,negative
redondear,negative
redundancia,negative
reelección,negative
reencender,negative
refajo,negative
referirse,negative
reflejo,negative
refocilo,negative
refrigerador,negative
refunfuño,negative
refunfuñón,negative
refuta,negative
refutable,negative
refutación,negative
refutado,negative
regañar,negative
regañina,negative
regañón,negative
regicidio,negative
registrado,negative
regla,negative
reglamentar,negative
regordete,negative
reherir,negative
rehusar,negative
reintegrarse,negative
reivindicación,negative
relamerse,negative
relictos,negative
rematado,negative
remilgo,negative
remover,negative
renal,negative
rencilloso,negative
rencor,negative
rencores,negative
rencorosamente,negative
rencoroso,negative
rendición,negative
rendija,negative
renegar,negative
renguear,negative
reniego,negative
reñir,negative
renquear,negative
renuente,negative
renuncio,negative
reojo,negative
reología,negative
reológico,negative
reparos,negative
repartir,negative
repaso,negative
repelo,negative
repelón,negative
repentino,negative
repetidamente,negative
repipi,negative
replegarse,negative
reprender,negative
reprensible,negative
represivo,negative
reprobación,negative
reprobar,negative
reprobatorio,negative
reprochable,negative
reprochar,negative
repudiable,negative
repudiar,negative
repugnadamente,negative
repugnantemente,negative
repugnar,negative
repulsa,negative
repulsar,negative
repulsivamente,negative
repulsivo,negative
repunta,negative
requemarse,negative
réquiem,negative
requisitoria,negative
resabio,negative
resbaladizo,negative
resbaloso,negative
resentir,negative
resfriado,negative
residencial,negative
residenciales,negative
residuo,negative
resignacion,negative
resignarse,negative
respectar,negative
respingar,negative
respiratoria,negative
resquemor,negative
resto,negative
restos,negative
restringido,negative
resultar,negative
resurgir,negative
retaliar,negative
retar,negative
retardado,negative
reticulitermes,negative
retirado,negative
retiro,negative
retorcido,negative
retórica,negative
retórico,negative
retractil,negative
retraerse,negative
retraído,negative
retraïdo,negative
retrasada,negative
retrasarse,negative
retrasos,negative
retroceso,negative
retrógrada,negative
retrogradar,negative
reuma,negative
reúma,negative
reumática,negative
reumático,negative
revancha,negative
reventar,negative
reventarse,negative
reverbero,negative
revertir,negative
revés,negative
revestimiento,negative
revoloteo,negative
revolver,negative
revuelco,negative
revuelto,negative
reyerta,negative
rezongar,negative
rickettsia,negative
rickettsiosis,negative
rictus,negative
ridiculiza,negative
ridiculizar,negative
riesgos,negative
riesgosa,negative
riesgoso,negative
rigatoni,negative
rígida,negative
rigurosidad,negative
rijo,negative
rijosidad,negative
rimbombancia,negative
riña,negative
riñas,negative
rival,negative
robada,negative
robadas,negative
robados,negative
robos,negative
roce,negative
rocoso,negative
rodeo,negative
rodeor,negative
rodillera,negative
rodillero,negative
rogar,negative
rojo,negative
rojos,negative
romanal,negative
romo,negative
rompecabezas,negative
rompehuelgas,negative
romperse,negative
rompeviento,negative
rompible,negative
roña,negative
roncería,negative
ronchar,negative
rondador,negative
rondar,negative
roñería,negative
roñosería,negative
roñoso,negative
ronquedad,negative
ronquera,negative
ronzar,negative
ropón,negative
roscado,negative
rosellinia,negative
roseta,negative
rotenona,negative
rotundamente,negative
rotura,negative
roza,negative
rubeola,negative
rubéola,negative
rubiales,negative
ruborizado,negative
rucio,negative
rudeza,negative
rudo,negative
rue,negative
rufián,negative
rufianería,negative
rufianismo,negative
rugido,negative
rugosidad,negative
rugoso,negative
ruidos,negative
ruidosamente,negative
rupturas,negative
rusticidad,negative
rutinario,negative
rynchopidae,negative
sableador,negative
sablista,negative
sabotear,negative
sabueso,negative
sacarse,negative
saco,negative
sacrificado,negative
sacrificados,negative
sacrificar,negative
sacudir,negative
sacudirse,negative
salacot,negative
salirse,negative
salobre,negative
salol,negative
saltarse,negative
salteado,negative
salvajada,negative
salvajemente,negative
salvajes,negative
sambenito,negative
saña,negative
sanción,negative
sancionado,negative
sancionar,negative
sandeces,negative
sangra,negative
sangrado,negative
sangrante,negative
sangrar,negative
sañoso,negative
santalales,negative
sapróbico,negative
saprobio,negative
saprófago,negative
saprofítico,negative
saprófito,negative
saqueado,negative
saqueador,negative
saqueo,negative
sarao,negative
sarasa,negative
sarcásticamente,negative
sarna,negative
sarong,negative
sarracina,negative
sartén,negative
satan,negative
satanista,negative
satanofobia,negative
satiriasis,negative
satírico,negative
satirizar,negative
saturnino,negative
saturnismo,negative
scam,negative
scat,negative
sciarida,negative
scleroderma,negative
scratch,negative
seboso,negative
seca,negative
secano,negative
seclusión,negative
secobarbital,negative
secreta,negative
secreto,negative
secundaria,negative
sed,negative
sedentario,negative
selenio,negative
semblanza,negative
semianalfabeto,negative
semicomatoso,negative
semiconsciente,negative
sempiterno,negative
señorita,negative
sensiblería,negative
sentencia,negative
sentenciar,negative
sentir,negative
separar,negative
sepelio,negative
septicémica,negative
sepulcral,negative
sepulcro,negative
sepultura,negative
sermoneo,negative
serológico,negative
serrasalmus,negative
sesgo,negative
sesgos,negative
seto,negative
seudoalucinación,negative
seudoefedrina,negative
severidad,negative
sevicia,negative
sexista,negative
sexualmente,negative
sharia,negative
sharía,negative
shigelosis,negative
shock,negative
shoqueado,negative
sicario,negative
sicomoro,negative
sicópata,negative
sicosis,negative
sicosomático,negative
sicoterapeuta,negative
sicótico,negative
sifilítico,negative
sifón,negative
silbas,negative
silicosis,negative
sima,negative
similor,negative
simpatizante,negative
simple,negative
simplista,negative
simplon,negative
simulado,negative
sin,negative
sindicalista,negative
síndrome,negative
sinestésico,negative
sínfisis,negative
sinrazón,negative
sintético,negative
síntomas,negative
sintomáticamente,negative
sinverguenza,negative
siquiatría,negative
sísifo,negative
sistólico,negative
sitiador,negative
sitiar,negative
sitio,negative
skibob,negative
slang,negative
snobismo,negative
sobado,negative
soberbia,negative
soberbio,negative
sobras,negative
sobrecargado,negative
sobrecoger,negative
sobrecogimiento,negative
sobreexcitación,negative
sobreexplotación,negative
sobrefalda,negative
sobrellevar,negative
sobrenatural,negative
sobrenaturalidad,negative
sobrenaturalista,negative
sobrenaturalístico,negative
sobrepeso,negative
sobresaltar,negative
sobresalto,negative
sobreutilización,negative
sobreveste,negative
sobrio,negative
socavar,negative
socavón,negative
sociopático,negative
socorrer,negative
socorro,negative
soez,negative
sofisma,negative
sofocador,negative
soga,negative
sojuzgador,negative
sojuzgar,negative
solaz,negative
soldar,negative
solemne,negative
solenopsis,negative
solevantamiento,negative
solidario,negative
sollozante,negative
sollozar,negative
sollozo,negative
solo,negative
solresol,negative
soltar,negative
somatosensorial,negative
sombra,negative
someter,negative
someterse,negative
somnifobia,negative
sonotone,negative
sonso,negative
sonsonete,negative
soplagaitas,negative
soplar,negative
soplon,negative
soponcio,negative
soportable,negative
sordera,negative
sordidez,negative
sordomudez,negative
sorprender,negative
sorprendido,negative
sortilegio,negative
sosegador,negative
sosería,negative
soso,negative
sospechas,negative
sospechosamente,negative
sospechoso,negative
sotana,negative
sour,negative
staphylococcus,negative
static,negative
stogie,negative
stogy,negative
stout,negative
streptopelia,negative
stress,negative
strike,negative
subalimentado,negative
subastado,negative
subdesarrollo,negative
subestimar,negative
subexposición,negative
súbito,negative
subjetivo,negative
submarino,negative
submundo,negative
subnormalidad,negative
subordinado,negative
subordinados,negative
subpoblado,negative
subproducción,negative
subraya,negative
subrayado,negative
subsidiaria,negative
subyacente,negative
subyugado,negative
subyugador,negative
subyugar,negative
succionar,negative
sucedáneo,negative
sudario,negative
sudor,negative
suelta,negative
suelto,negative
sufre,negative
sufrido,negative
sufridor,negative
sufrimientos,negative
sugestibilidad,negative
suicidarse,negative
suicide,negative
sulfurado,negative
sumamente,negative
sumergir,negative
sumisamente,negative
sumiso,negative
superficialmente,negative
supernaturalista,negative
superrealista,negative
súplicas,negative
suplicio,negative
suprimir,negative
surgimiento,negative
surrealista,negative
suscitar,negative
suspendido,negative
suspenso,negative
suspicacia,negative
sutilidad,negative
tabardillo,negative
tabardo,negative
tablas,negative
tacañería,negative
tacha,negative
tachar,negative
taciturnidad,negative
taciturno,negative
táctico,negative
tajante,negative
taladro,negative
taladros,negative
talar,negative
talidomida,negative
tambaleante,negative
tambalear,negative
tambaleo,negative
tanatofobia,negative
tanatología,negative
tanatorio,negative
tank,negative
tanque,negative
tanques,negative
tantalio,negative
tantarán,negative
tantarantán,negative
tanteo,negative
tapado,negative
tapagujeros,negative
tapar,negative
tapón,negative
tapping,negative
taqué,negative
tara,negative
tarado,negative
tarambana,negative
tarantismo,negative
tarántula,negative
tarasca,negative
tarjar,negative
tartajeo,negative
tartamudeo,negative
tartamudez,negative
tartufo,negative
tarugo,negative
tatuar,negative
taxabilidad,negative
taxista,negative
tejanos,negative
temer,negative
temeridad,negative
temerosamente,negative
temible,negative
temor,negative
temores,negative
temorosamente,negative
temperamento,negative
tempestuoso,negative
temple,negative
tendencioso,negative
tenebrosamente,negative
tenebrosidad,negative
tenebroso,negative
tensarse,negative
tensión,negative
tentativamente,negative
tentativo,negative
ténue,negative
teras,negative
teratología,negative
terco,negative
tergiversar,negative
termoestable,negative
terópodos,negative
terquedad,negative
terreno,negative
terrorífico,negative
terrorización,negative
tesarse,negative
testaduro,negative
testamentaría,negative
tétrico,negative
tibieza,negative
tibio,negative
tic,negative
tiesura,negative
tifoidea,negative
tifus,negative
timar,negative
timbre,negative
tímidamente,negative
timorato,negative
tinieblas,negative
tiñoso,negative
tiranicidio,negative
tirante,negative
tirar,negative
tirarse,negative
tirita,negative
tiritar,negative
tiritera,negative
tiritón,negative
tiritona,negative
tiroide,negative
tiroideo,negative
tirón,negative
tiros,negative
tiroteo,negative
tirria,negative
tísico,negative
titanio,negative
títere,negative
titubeante,negative
titubear,negative
tiznadura,negative
tiznarse,negative
tizne,negative
tiznón,negative
tocar,negative
tocarse,negative
tocino,negative
tocón,negative
tole,negative
tombac,negative
tomentoso,negative
tontaina,negative
tontamente,negative
tontorrón,negative
topar,negative
topero,negative
topetar,negative
topetear,negative
topista,negative
torácico,negative
torcedor,negative
torcer,negative
torcida,negative
torear,negative
tories,negative
tormentoso,negative
torpedear,negative
torrent,negative
torrente,negative
tórtola,negative
tortuosidad,negative
torturado,negative
torturador,negative
torturar,negative
torturas,negative
toscamente,negative
tosco,negative
toser,negative
tosferina,negative
tósigo,negative
tosquedad,negative
totalitaria,negative
totalitario,negative
tout,negative
toxicidad,negative
toxicómano,negative
toxoplasmosis,negative
tozudo,negative
trabalenguas,negative
tracoma,negative
traficante,negative
trágicamente,negative
traiciona,negative
traidora,negative
traidores,negative
trama,negative
tramposo,negative
tranquilamente,negative
transcurrido,negative
transgredir,negative
transmigración,negative
transtornado,negative
trapisonda,negative
trascocina,negative
trasero,negative
trasgo,negative
trasmigración,negative
traspasar,negative
traspiés,negative
trasponer,negative
trastes,negative
trasto,negative
trastornar,negative
tratarse,negative
trauma,negative
traumatismo,negative
traumatizado,negative
traumatizar,negative
traumatofobia,negative
trazador,negative
trazar,negative
trazas,negative
tremebundo,negative
treno,negative
trepidación,negative
treta,negative
tributabilidad,negative
tributaria,negative
tricloroetileno,negative
tricomoniasis,negative
trifoliado,negative
trifulca,negative
trifurcar,negative
trío,negative
triunvirato,negative
triunviro,negative
trivial,negative
trizas,negative
trombocitopenia,negative
trompeadura,negative
tropas,negative
tropelía,negative
tropiezos,negative
tropo,negative
trucar,negative
trucha,negative
trucos,negative
trunca,negative
tsaine,negative
tsunami,negative
tubercular,negative
tuberculós,negative
tuerto,negative
tufillo,negative
tufo,negative
tugurio,negative
tularemia,negative
tullido,negative
tumbarse,negative
tumbona,negative
tumescente,negative
tunco,negative
tupido,negative
turbado,negative
turbador,negative
turbamulta,negative
turboembrague,negative
turbonada,negative
turca,negative
turón,negative
ulalgia,negative
ulcerado,negative
ulceroso,negative
ultimatum,negative
ultraconservador,negative
ultraderechista,negative
ultrajante,negative
ultrajar,negative
ultraje,negative
ultramicroscopio,negative
ultramontanismo,negative
ultratumba,negative
umbrío,negative
un,negative
uniformidad,negative
unilateral,negative
unilateralismo,negative
untar,negative
urdimbre,negative
uretritis,negative
urgencia,negative
urodinia,negative
urogallo,negative
usado,negative
usados,negative
usgo,negative
usurpación,negative
usurpador,negative
uxoricidio,negative
vaginismo,negative
vague,negative
vaharada,negative
vamos,negative
vampirismo,negative
vana,negative
vandalismo,negative
vándalo,negative
vanidoso,negative
vaqueros,negative
variabilidad,negative
variegación,negative
varios,negative
vaya,negative
vehementemente,negative
vejación,negative
vejamen,negative
vejar,negative
veleidoso,negative
vencido,negative
vendajes,negative
vendaval,negative
vengar,negative
vengarse,negative
vent,negative
ventarrón,negative
ventoso,negative
ventriloquia,negative
veratrum,negative
verdugado,negative
verecundia,negative
verecundio,negative
verecundo,negative
vermiculado,negative
verminoso,negative
verraquera,negative
versar,negative
versículo,negative
vertedero,negative
vertederos,negative
vesania,negative
vesanía,negative
vesánico,negative
vestibular,negative
vestidura,negative
vestigial,negative
vestigio,negative
vestigios,negative
vetar,negative
vibración,negative
vibrar,negative
vibrisas,negative
vice,negative
vicealmirante,negative
viciado,negative
vidrio,negative
vieja,negative
viejuja,negative
viento,negative
vileza,negative
vilipendiar,negative
vilipendio,negative
villana,negative
villanía,negative
villanos,negative
violable,negative
violada,negative
violador,negative
violadores,negative
violar,negative
violenta,negative
viperino,negative
viruela,negative
virulento,negative
víscera,negative
viscosa,negative
viscoso,negative
vislumbre,negative
vitando,negative
vituperación,negative
vituperio,negative
vituperioso,negative
viuda,negative
viudo,negative
vocería,negative
vociferación,negative
voladizo,negative
volátil,negative
volcánica,negative
volcánico,negative
volcar,negative
volteado,negative
volubilidad,negative
voluntariedad,negative
voluntarismo,negative
vómer,negative
vomitar,negative
vomito,negative
vómito,negative
vulcanita,negative
vulgariedad,negative
vulgarizador,negative
vulgarmente,negative
vulnerable,negative
vulneración,negative
xenófobo,negative
xenolito,negative
xeroftalmia,negative
xerostomía,negative
yermo,negative
yerto,negative
zafiedad,negative
zafio,negative
zaherir,negative
zahiriente,negative
zalagarda,negative
zamarro,negative
zambombo,negative
zangarriana,negative
zanguango,negative
zapallo,negative
zarandear,negative
zarpazos,negative
zarrapastroso,negative
zombi,negative
zombie,negative
zonzo,negative
zoo,negative
zoofobia,negative
zoonosis,negative
zopenco,negative
zorro,negative
zoster,negative
zote,negative
zurcido,negative
zurriburri,negative
temperatura,negative
abad,positive
abadesa,positive
abanderar,positive
abastecedor,positive
abatible,positive
abatida,positive
abatis,positive
abdicable,positive
abejarrón,positive
abejón,positive
abierta,positive
abiertamente,positive
abierto,positive
abilidad,positive
ablandado,positive
ablandante,positive
abobamiento,positive
abobar,positive
abogada,positive
abogar,positive
abonado,positive
abonamiento,positive
abordable,positive
abotonar,positive
abrazar,positive
abrevadero,positive
absoluta,positive
absolvedor,positive
absorbente,positive
absorbible,positive
absorto,positive
abstemio,positive
absuelto,positive
abunda,positive
abundoso,positive
aburrirse,positive
acabalar,positive
académicos,positive
acallamiento,positive
acallar,positive
acantión,positive
acantonar,positive
acaparador,positive
acatar,positive
acaudalado,positive
acaudalar,positive
acceleración,positive
accesibilidad,positive
accesional,positive
accionador,positive
acciones,positive
accionistas,positive
acecinado,positive
aceitunado,positive
acelerado,positive
aceptabilidad,positive
aceptador,positive
acertado,positive
acertijo,positive
acicalado,positive
acicalar,positive
acicate,positive
acidular,positive
acierto,positive
ácimo,positive
aclamación,positive
aclamado,positive
aclamador,positive
aclamar,positive
aclararse,positive
acoger,positive
acogida,positive
acojonante,positive
acolchado,positive
acolchamiento,positive
acomodación,positive
acomodadamente,positive
acomodado,positive
acomodar,positive
acomodaticio,positive
acompañante,positive
acompasado,positive
aconsejado,positive
acoplado,positive
acorazado,positive
acorazonado,positive
acordado,positive
acordarse,positive
acorde,positive
acostumbrado,positive
acrídidos,positive
acristalado,positive
acrobático,positive
acromatínico,positive
activa,positive
activado,positive
activador,positive
actividad,positive
activista,positive
activo,positive
actuado,positive
actualizado,positive
acuartelar,positive
acuático,positive
acuciar,positive
acucioso,positive
acullá,positive
acuminado,positive
acumulativo,positive
acústicamente,positive
acústico,positive
adaptabilidad,positive
adaptado,positive
adaptador,positive
adaptativo,positive
adecuación,positive
adecuada,positive
adecuadamente,positive
adecuar,positive
adelantado,positive
adelantamiento,positive
aderezar,positive
adherente,positive
adhesión,positive
adhesivo,positive
adiestrado,positive
adiestrador,positive
adiestrar,positive
adinerado,positive
aditivo,positive
adivinación,positive
adivinanza,positive
adivinar,positive
adjudicar,positive
administrable,positive
admirabilidad,positive
admirablemente,positive
admiracion,positive
admiradora,positive
admisibilidad,positive
admisivo,positive
admitido,positive
admitir,positive
adopción,positive
adoptable,positive
adorablemente,positive
adorado,positive
adorador,positive
adorando,positive
adormecimiento,positive
adoxografía,positive
